Title;Authors;Publication;Volume;Number;Pages;Year;Publisher;Search Query;Duplicate removal;I1 (SA Method);I2 (software only);I3 (english);I4 (available);I5 (peer reviewed);E1 (Removal of secondary study);E2 (Unavailable);Included for data extraction;;;;
Modeling software architectures in the unified modeling language;"Medvidovic, Nenad; Rosenblum, David S; Redmiles, David F; Robbins, Jason E;";ACM Transactions on Software Engineering and Methodology (TOSEM);11;1;2-57;2002;ACM New York, NY, USA;SQ1;;;;x;x;x;;;;;;;
A Case to Do Empirical Study Using Educational Projects.;"Gu, Mingyang;";Issues in Informing Science & Information Technology;1;;;2004;;SQ1;;;;x;x;x;;;;;;;
The art and science of software architecture;"Brown, Alan W; McDermid, John A;";European conference on software architecture;;;237-256;2007;Springer;SQ1;;;;x;x;x;;;;;;;
The weighted combined algorithm: A linkage algorithm for software clustering;"Maqbool, Onaiza; Babri, Haroon Atique;";Eighth European Conference on Software Maintenance and Reengineering, 2004. CSMR 2004. Proceedings.;;;15-24;2004;IEEE;SQ1;;;;x;x;x;;;;;;;
Teaching agile-addressing the conflict between project delivery and application of agile methods;"Steghöfer, Jan-Philipp; Knauss, Eric; Alégroth, Emil; Hammouda, Imed; Burden, Håkan; Ericsson, Morgan;";2016 IEEE/ACM 38th International Conference on Software Engineering Companion (ICSE-C);;;303-312;2016;IEEE;SQ1;;;;x;x;x;;;;;;;
Software architecture design in global software development: An empirical study;"Sievi-Korte, Outi; Richardson, Ita; Beecham, Sarah;";Journal of Systems and Software;158;;110400;2019;Elsevier;SQ1;;;;x;x;x;;;;;;;
Case studies on analyzing software architectures for usability;"Folmer, Eelke; Bosch, Jan;";31st EUROMICRO Conference on Software Engineering and Advanced Applications;;;206-213;2005;IEEE;SQ1;;x;x;x;x;x;;;x;;;;
Development and application of a roadway/roadside life-cycle assessment software for the Illinois Tollway;"Yang, Rebekah; Yoo, Wonjae; Ozer, Hasan; Al-Qadi, Imad L;";;;;;2017;;SQ1;;;;x;x;;;;;;;;
Optimal allocation of testing effort considering software architecture;"Fiondella, Lance; Gokhale, Swapna S;";IEEE Transactions on Reliability;61;2;580-589;2012;IEEE;SQ1;;;;x;x;x;;;;;;;
Assessing the suitability of architectural patterns for use in agile software development;"Jegarkandy, Samira Seifi; Ramsin, Raman;";;;;;2016;PATTERNS;SQ1;;;;x;x;x;;;;;;;
A flexible software architecture for presentation layers demonstrated on medical documentation with episodes and inclusion of topological report;"Heller, Christian; Bohl, Jens; Kunze, Torsten; Philippow, Ilka;";Journal of Free and Open Source Medical Computing (JOSMC);1;26,06;;2003;;SQ1;;;;x;x;x;;;;;;;
Component‐based software engineering—new challenges in software development;"Crnkovic, Ivica;";Software Focus;2;4;127-133;2001;Wiley Online Library;SQ1;;;;x;x;x;;;;;;;
A Reference Architecture for Data-Driven and Adaptive Internet-Delivered Psychological Treatment Systems: Software Architecture Development and Validation Study;"Mukhiya, Suresh Kumar; Lamo, Yngve; Rabbi, Fazle;";JMIR Human Factors;9;2;e31029;2022;JMIR Publications Inc., Toronto, Canada;SQ1;;;;x;x;x;;;;;;;
A new compound metric for software risk assessment;"Hosseingholizadeh, Ahmad; Abhari, Abdolreza;";Software Engineering Research, Management and Applications 2010;;;115-131;2010;Springer;SQ1;;;;x;x;x;;;;;;;
METHOD OF HIGH-ORDER MARKOV CHAIN REPRESENTATION THROUGH AN EQUIVALENT FIRST-ORDER CHAIN FOR SOFTWARE RELIABILITY ASSESSMENT;"ЯКОВИНА, ВІТАЛІЙ; СИМЕЦЬ, ІВАН;";Computer systems and information technologies;;3;66-73;2021;;SQ1;;;;x;x;x;;;;;;;
Formal Approaches to Software Architecture Design;"Chondamrongkul, Nacha;";;;;;2021;ResearchSpace@ Auckland;SQ1;;;;x;x;;;;;;;;
A Hierarchical Evolutionary Algorithmic Design (HEAD) system for generating and evolving building design models;"Bukhari, Fakhri A;";;;;;2011;Queensland University of Technology;SQ1;;;;x;x;;;;;;;;
Recovering architectural design decisions;"Shahbazian, Arman; Lee, Youn Kyu; Le, Duc; Brun, Yuriy; Medvidovic, Nenad;";2018 IEEE international conference on software architecture (ICSA);;;95-9509;2018;IEEE;SQ1;;;;x;x;x;;;;;;;
Designing secure software by testing application of security patterns;"Kobashi, Takanori; Washizaki, Hironori; Yoshioka, Nobukazu; Kaiya, Haruhiko; Okubo, Takao; Fukazawa, Yoshiaki;";Exploring Security in Software Architecture and Design;;;136-169;2019;IGI Global;SQ1;;;;x;x;x;;;;;;;
Architecture-Based Criticality Assessment of Software Systems;"Cotroneo, Domenico; Pecchia, Antonio; Pietrantuono, Roberto; Russo, Stefano;";2011 5th Latin-American Symposium on Dependable Computing;;;126-135;2011;IEEE;SQ1;;;;x;x;x;;;;;;;
Reliability evaluation based on the AADL architecture model;"Ling, Dongyi; Wang, Shihai; Liu, Bin; Xing, Xiaoqi;";Journal of Networks;9;10;2721;2014;Citeseer;SQ1;;;;x;x;x;;;;;;;
Simulation and Optimization Methods for Assessing the Impact of Aviation Operations on the Environment;"Sridhar, Banavar; Chen, Neil; Ng, Hok K;";ICAS 2010: 27th Congress of the International Council of the Aernoautical Sciences;;ARC-E-DAA-TN2196;;2010;;SQ1;;;;x;x;x;;;;;;;
Assessment Methods for Software Product Lines;"Meier, Philipp;";Software-Industrialisierung Seminar im Wintersemester 2008-2009 Universität Karlsruhe (TH) Fakultät für Informatik Institut für Programmstrukturen und;;;71;;;SQ1;;;;x;x;x;;;;;;;
Development of a key performance indicator assessment methodology and software tool for product-service system evaluation and decision-making support;"Mourtzis, Dimitris; Papatheodorou, Anna-Maria; Fotia, Sophia;";Journal of Computing and Information Science in Engineering;18;4;;2018;American Society of Mechanical Engineers Digital Collection;SQ1;;;;x;x;x;;;;;;;
The importance of architectural knowledge in integrating open source software;"Stol, Klaas-Jan; Ali Babar, Muhammad; Avgeriou, Paris;";IFIP International Conference on Open Source Systems;;;142-158;2011;Springer;SQ1;;;;x;x;x;;;;;;;
An architecture design and assessment system for software/hardware codesign;"Smith, Connie U; Frank, Geoffrey A; Cuardrado, JL;";22nd ACM/IEEE Design Automation Conference;;;417-424;1985;IEEE;SQ1;;;;x;x;x;;;;;;;
Evaluation of software architectures under uncertainty: a systematic literature review;"Sobhy, Dalia; Bahsoon, Rami; Minku, Leandro; Kazman, Rick;";ACM Transactions on Software Engineering and Methodology (TOSEM);30;4;1-50;2021;ACM New York, NY, USA;SQ1;;;;x;x;x;x;;;;;;
Short Paper: Integrating the data protection impact assessment into the software development lifecycle;"Irvine, Christopher; Balasubramaniam, Dharini; Henderson, Tristan;";Data Privacy Management, Cryptocurrencies and Blockchain Technology;;;219-228;2020;Springer;SQ1;;;;x;x;x;;;;;;;
A comparative study of formal verification techniques for software architecture specifications;"Tsai, Jeffrey JP; Xu, Kuang;";Annals of Software Engineering;10;1;207-223;2000;Springer;SQ1;;;;x;x;x;;;;;;;
An AHP-based approach toward enterprise architecture analysis based on enterprise architecture quality attributes;"Razavi, Mahsa; Shams Aliee, Fereidoon; Badie, Kambiz;";Knowledge and information systems;28;2;449-472;2011;Springer;SQ1;;;;x;x;x;;;;;;;
Avionics product line software architecture flow policies;"Sharp, David C;";Gateway to the New Millennium. 18th Digital Avionics Systems Conference. Proceedings (Cat. No. 99CH37033);2;;9. C. 4-9. C. 4;1999;IEEE;SQ1;;;;x;x;x;;;;;;;
Evaluation of quality attribute variability in software product families;"Etxeberria, Leire; Sagardui, Goiuria;";15th Annual IEEE International Conference and Workshop on the Engineering of Computer Based Systems (ecbs 2008);;;255-264;2008;IEEE;SQ1;;;;x;x;x;;;;;;;
Risk Assessment Techniques and Survey Method for COTS Components;"Gupta, Rashmi; Raghav, Shalini;";arXiv preprint arXiv:1202.2731;;;;2012;;SQ1;;;;x;x;x;x;;;;;;
A METHOD FOR SOFTWARE MAINTENANCE RISK ASSESSMENT AT ARCHITECTURE LEVEL DESIGN;"Tombe, Ronald Keng’ara;";;;;;2015;;SQ1;;;;x;x;;;;;;;;
A systematic mapping study on software engineering testbeds;"Barreiros, Emanoel; Almeida, Adauto; Saraiva, Juliana; Soares, Sergio;";2011 International Symposium on Empirical Software Engineering and Measurement;;;107-116;2011;IEEE;SQ1;;;;x;x;x;x;;;;;;
Software risk assessment based on UML models;"Appukkutty, Kalaivani;";;;;;2004;;SQ1;;;;x;x;x;;;;;;;
Every architecture description needs a framework: Expressing architecture frameworks using ISO/IEC 42010;"Emery, David; Hilliard, Rich;";2009 Joint Working IEEE/IFIP Conference on Software Architecture & European Conference on Software Architecture;;;31-40;2009;IEEE;SQ1;;;;x;x;x;;;;;;;
Assessment of Software Quality with Static Source Code Analysis: GridSpace2 Case Study;"Bodziechowski, Bartłomiej; Ciepiela, Eryk; Bubak, Marian;";;;;;;;SQ1;;;;x;x;x;;;;;;;
Architecture for Integrated Medical Model Dynamic Probabilistic Risk Assessment;"Jaworske, DA; Myers, JG; Goodenow, D; Young, M; Arellano, JD;";2016 Human Research Program Investigators''Workshop;;GRC-E-DAA-TN28535;;2016;;SQ1;;;;x;x;x;;;;;;;
Assessment of Software Reliability Needs Using COSMIC Functional Size Measurement;"Sehit, Mehdi; Soubra, Hassan; Cherif, Amar Ramdane;";2017 IEEE Vehicle Power and Propulsion Conference (VPPC);;;1-8;2017;IEEE;SQ1;;;;x;x;x;;;;;;;
MEMS: a method for evaluating middleware architectures;"Liu, Yan; Gorton, Ian; Bass, Len; Hoang, Cuong; Abanmi, Suhail;";International Conference on the Quality of Software Architectures;;;9-26;2006;Springer;SQ1;;x;x;x;x;x;;;x;;;;
Quantitative assessment of quality attributes in systems architecture using evidential reasoning;"Purewal, Komaldeep; Yang, Lili; Grigg, Alan;";7th Annual Conference on Systems Engineering Research 2009 (CSER 2009);;;;2009;;SQ1;;;;x;x;x;;;;;;;
Arguing for software quality in an IEC 62304 compliant development process;"Huhn, Michaela; Zechner, Axel;";International Symposium On Leveraging Applications of Formal Methods, Verification and Validation;;;296-311;2010;Springer;SQ1;;;;x;x;x;;;;;;;
Architecture-Level Evolvability Assessment: Assessing Sustainability of Software Product Evolution;"Unphon, Hataichanok;";;;;;2010;IT University of Copenhagen;SQ1;;;;x;x;;;;;;;;
Ontology-based software architecture documentation;"De Graaf, Klaas Andries; Tang, Antony; Liang, Peng; Van Vliet, Hans;";2012 Joint Working IEEE/IFIP Conference on Software Architecture and European Conference on Software Architecture;;;121-130;2012;IEEE;SQ1;;;;x;x;x;;;;;;;
OpenSees software architecture for the analysis of structures in fire;"Jiang, Jian; Jiang, Liming; Kotsovinos, Panagiotis; Zhang, Jian; Usmani, Asif; McKenna, Frank; Li, Guo-Qiang;";Journal of Computing in Civil Engineering;29;1;4014030;2015;American Society of Civil Engineers (ASCE);SQ1;;;;x;x;x;;;;;;;
A methodology for risk assessment of product line architectures;"Jalali, Amir H;";;;;;2008;West Virginia University;SQ1;;;;x;x;;;;;;;;
Controlling software architecture erosion: A survey;"De Silva, Lakshitha; Balasubramaniam, Dharini;";Journal of Systems and Software;85;1;132-151;2012;Elsevier;SQ1;;;;x;x;x;x;;;;;;
Measuring architectural stability in object oriented software;"Ahmed, Moataz; Rufai, Raimi; AlGhamdi, Jarallah; Khan, Sohel;";Stable Analysis Patterns: A True Problem Understanding with UML;21;;;2004;;SQ1;;;;x;x;x;;;;;;;
Effects of modern programming practices on software development costs;"Black, RKE;";COMPCON'77;;;250,251,252,253-250,251,252,253;1977;IEEE Computer Society;SQ1;;;;x;x;x;;;;;;;
Software architecture of MODSSs;"Rizzoli, Andrea; Soncini-Sessa, Rodolfo; Weber, Enrico;";Developments in Integrated Environmental Assessment;1;;501-525;2007;Elsevier;SQ1;;;;x;x;x;;;;;;;
A decision support system for pattern-driven software architecture;"Farshidi, Siamak; Jansen, Slinger;";European Conference on Software Architecture;;;68-81;2020;Springer;SQ1;;;;x;x;x;;;;;;;
Round-trip software engineering using UML: From architecture to design and back;"Medvidovic, Nenad; Egyed, Alexander; Rosenblum, David S;";Proceedings of the Second International Workshop on Object-Oriented Reengineering (WOOR’99), Toulouse, France;;;1-8;1999;;SQ1;;;;x;x;x;;;;;;;
Using business goals to inform a software architecture;"Clements, Paul; Bass, Len;";2010 18th IEEE International Requirements Engineering Conference;;;69-78;2010;IEEE;SQ1;;;;x;x;x;;;;;;;
Software design methodology: From principles to architectural styles;"Zhu, Hong;";;;;;2005;Elsevier;SQ1;;;;x;x;;;;;;;;
A framework for cognitive monitoring using computer game interactions;"Jimison, Holly Brügge; Pavel, Misha; Bissell, Payton; McKanna, James;";Studies in health technology and informatics;129;2;1073;2007;"IOS Press; 1999";SQ1;;;;x;x;x;;;;;;;
Path coverage assessment for software architecture testing;"Lun, Lijun; Chi, Xin; Xu, Hui;";IEEE Conference Anthology;;;1-5;2013;IEEE;SQ1;;;;x;x;x;;;;;;;
An assessment of avionics software development practice: Justifications for an agile development process;"Hanssen, Geir K; Wedzinga, Gosse; Stuip, Martijn;";International Conference on Agile Software Development;;;217-231;2017;Springer, Cham;SQ1;;;;x;x;x;;;;;;;
A software architecture framework for quality-aware DevOps;"Di Nitto, Elisabetta; Jamshidi, Pooyan; Guerriero, Michele; Spais, Ilias; Tamburri, Damian A;";Proceedings of the 2nd International Workshop on Quality-Aware DevOps;;;12-17;2016;;SQ1;;;;x;x;x;;;;;;;
Use of the Architecture Tradeoff Analysis MethodSM (ATAMSM) in the Acquisition of Software-Intensive Systems;"Bergey, John K; Fisher, Matthew J;";;;;;2001;CARNEGIE-MELLON UNIV PITTSBURGH PA SOFTWARE ENGINEERING INST;SQ1;;;;x;x;;;;;;;;
Quantifying the analyzability of software architectures;"Bouwers, Eric; Correia, José Pedro; van Deursen, Arie; Visser, Joost;";2011 Ninth Working IEEE/IFIP Conference on Software Architecture;;;83-92;2011;IEEE;SQ1;;;;x;x;x;;;;;;;
Software architecture analysis based on statechart semantics;"Dias, Marcio S; Vieira, Marlon ER;";Tenth International Workshop on Software Specification and Design. IWSSD-10 2000;;;133-137;2000;IEEE;SQ1;;x;x;x;x;x;;;x;;;;
Case design specialists in FABEL;"Voss, A;";Issues and applications of case-based reasoning in design;;;301-335;1997;;SQ1;;;;x;x;x;;;;;;;
Using the architecture tradeoff analysis method to evaluate a wargame simulation system: A case study;"Jones, Lawrence G; Lattanze, Anthony J;";;;;;2001;CARNEGIE-MELLON UNIV PITTSBURGH PA SOFTWARE ENGINEERING INST;SQ1;;;;x;x;;;;;;;;
Software reliability engineering: A roadmap;"Lyu, Michael R;";Future of Software Engineering (FOSE'07);;;153-170;2007;IEEE;SQ1;;;;x;x;x;;;;;;;
Linking model-driven development and software architecture: A case study;"Mattsson, Anders; Lundell, Björn; Lings, Brian; Fitzgerald, Brian;";IEEE Transactions on Software Engineering;35;1;83-93;2008;IEEE;SQ1;;;;x;x;x;;;;;;;
Exploring software development at the very large-scale: a revelatory case study and research agenda for agile method adaptation;"Dingsøyr, Torgeir; Moe, Nils Brede; Fægri, Tor Erlend; Seim, Eva Amdahl;";Empirical Software Engineering;23;1;490-520;2018;Springer;SQ1;;;;x;x;x;;;;;;;
Evaluation of Application Architecture Change Cases: Building Blocks Reusability Assessment Method;"Pirta, Rūta; Grabis, Jānis;";International Conference on Business Information Systems;;;150-162;2017;Springer;SQ1;;;;x;x;x;;;;;;;
The Research of Simulation System Architectural Description and Assessment Methodology;"Xiang, Wei; Zuohao, Shao; Xueman, Fan;";2018 10th International Conference on Communications, Circuits and Systems (ICCCAS);;;499-503;2018;IEEE;SQ1;;;;x;x;x;;;;;;;
An empirically-based process for software architecture evaluation;"Lindvall, Mikael; Tvedt, Roseanne Tesoriero; Costa, Patricia;";Empirical Software Engineering;8;1;83-108;2003;Springer;SQ1;;x;x;x;x;x;;;x;;;;
A Methodological Approach for Rigorous Assessment of Software Architectures within ISO26262;"Bonfiglio, Valentina; Montecchi, Leonardo; Rossi, Francesco; Bondavalli, Andrea;";;;;;;;SQ1;;;;x;x;;;;;;;;
Architecture rationalization: a methodology for architecture verifiability, traceability and completeness;"Tang, Antony; Han, Jun;";12th IEEE International Conference and Workshops on the Engineering of Computer-Based Systems (ECBS'05);;;135-144;2005;IEEE;SQ1;;;;x;x;x;;;;;;;
Software Architect’s Handbook: Become a successful software architect by implementing effective architecture concepts;"Ingeno, Joseph;";;;;;2018;Packt Publishing Ltd;SQ1;;;;x;x;;;;;;;;
A Method for Assessing Maintainability of Software Architectural Styles in Self-healing Systems by Measuring Coupling and Cohesion;"Farokh, Azam; Babamir, Seyed Morteza;";Journal of Computing and Security;2;1;31-42;2015;University of Isfahan & Iranian Society of Cryptology;SQ1;;;;x;x;x;;;;;;;
Characterizing software architecture changes: an initial study;"Williams, Byron J; Carver, Jeffrey C;";First International Symposium on Empirical Software Engineering and Measurement (ESEM 2007);;;410-419;2007;IEEE;SQ1;;;;x;x;x;;;;;;;
